ID,Sporelayer,Quickener,Generation,Birth_step,Death_step,Lifespan,Sex_check
1950481,1927305,1927305,107,10000,0,-10000,0
1956647,1898763,1898763,186,10000,0,-10000,0
1966778,1873957,1873957,208,10000,0,-10000,0
1968609,1930082,1930082,182,10000,0,-10000,0
1969093,1950804,1950804,217,10000,0,-10000,0
1970573,1941899,1941899,61,10000,0,-10000,0
1971380,1959293,1959293,244,10000,0,-10000,0
1972408,1864241,1864241,196,10000,0,-10000,0
1974412,1372904,1372904,150,10000,0,-10000,0
1977695,1799635,1799635,118,10000,0,-10000,0
1977995,1953521,1953521,186,10000,0,-10000,0
1980625,1390402,1390402,152,10000,0,-10000,0
1981524,1936051,1936051,150,10000,0,-10000,0
1984146,1959750,1959750,188,10000,0,-10000,0
1984764,1821929,1821929,134,10000,0,-10000,0
1987675,1965261,1965261,209,10000,0,-10000,0
1992118,1953521,1953521,186,10000,0,-10000,0
1993441,1621489,1621489,147,10000,0,-10000,0
1994340,1864241,1864241,196,10000,0,-10000,0
1995739,1976090,1976090,214,10000,0,-10000,0
1995740,1976090,1976090,214,10000,0,-10000,0
1997010,1708495,1708495,183,10000,0,-10000,0
1998920,1981636,1981636,209,10000,0,-10000,0
2000897,1965262,1965262,209,10000,0,-10000,0
2004116,1993667,1993667,207,10000,0,-10000,0
2004737,1973242,1973242,190,10000,0,-10000,0
2009168,1567109,1567109,120,10000,0,-10000,0
2010118,1988976,1988976,239,10000,0,-10000,0
2011460,1879535,1879535,174,10000,0,-10000,0
2011827,2003635,2003635,206,10000,0,-10000,0
2012472,2004622,2004622,220,10000,0,-10000,0
2012654,2002047,2002047,116,10000,0,-10000,0
2013017,1971085,1971085,58,10000,0,-10000,0
2013989,1998659,1998659,183,10000,0,-10000,0
2015066,1934162,1934162,193,10000,0,-10000,0
2015363,1997242,1997242,214,10000,0,-10000,0
2019390,1848601,1848601,181,10000,0,-10000,0
2020756,1934635,1934635,102,10000,0,-10000,0
2021017,1953521,1953521,186,10000,0,-10000,0
2021482,1995796,1995796,224,10000,0,-10000,0
2021508,2004239,2004239,191,10000,0,-10000,0
2022798,1998184,1998184,239,10000,0,-10000,0
2023252,1866068,1866068,117,10000,0,-10000,0
2023323,2012654,2012654,117,10000,0,-10000,0
2024136,1776272,1776272,47,10000,0,-10000,0
2026172,1971085,1971085,58,10000,0,-10000,0
2026596,1699910,1699910,107,10000,0,-10000,0
2027646,2016957,2016957,211,10000,0,-10000,0
2029371,2026176,2026176,248,10000,0,-10000,0
2029372,1909815,1909815,191,10000,0,-10000,0
2034556,1911334,1911334,160,10000,0,-10000,0
2035028,1939292,1939292,151,10000,0,-10000,0
2035499,1898763,1898763,186,10000,0,-10000,0
2038506,2017452,2017452,241,10000,0,-10000,0
2038977,2026386,2026386,245,10000,0,-10000,0
2039123,1864241,1864241,196,10000,0,-10000,0
2041900,1959750,1959750,188,10000,0,-10000,0
2043893,1998743,1998743,108,10000,0,-10000,0
2045751,2021508,2021508,192,10000,0,-10000,0
2046421,1372904,1372904,150,10000,0,-10000,0
2046866,1984121,1984121,115,10000,0,-10000,0
2047410,2030009,2030009,177,10000,0,-10000,0
2048069,1989416,1989416,188,10000,0,-10000,0
2048312,1973242,1973242,190,10000,0,-10000,0
2048313,1978436,1978436,210,10000,0,-10000,0
2048317,1997933,1997933,221,10000,0,-10000,0
2048340,2022555,2022555,135,10000,0,-10000,0
2049223,1973934,1973934,188,10000,0,-10000,0
2049466,1996369,1996369,270,10000,0,-10000,0
2050048,2039123,2039123,197,10000,0,-10000,0
2050482,2031414,2031414,236,10000,0,-10000,0
2050865,1897825,1897825,269,10000,0,-10000,0
2051854,2031236,2031236,219,10000,0,-10000,0
2053686,1911211,1911211,220,10000,0,-10000,0
2054574,1984121,1984121,115,10000,0,-10000,0
2055710,2023255,2023255,162,10000,0,-10000,0
2055943,1943294,1943294,227,10000,0,-10000,0
2057150,2041672,2041672,193,10000,0,-10000,0
2058278,1996634,1996634,217,10000,0,-10000,0
2059294,2045816,2045816,263,10000,0,-10000,0
2059517,2041774,2041774,235,10000,0,-10000,0
2060777,2051854,2051854,220,10000,0,-10000,0
2060889,2025286,2025286,217,10000,0,-10000,0
2061686,2043893,2043893,109,10000,0,-10000,0
2062761,2038551,2038551,210,10000,0,-10000,0
2063008,2029372,2029372,192,10000,0,-10000,0
2064822,2015345,2015345,198,10000,0,-10000,0
2065539,2040745,2040745,108,10000,0,-10000,0
2066200,2041042,2041042,249,10000,0,-10000,0
2067351,2013338,2013338,192,10000,0,-10000,0
2067598,2038928,2038928,192,10000,0,-10000,0
2068263,1849049,1849049,159,10000,0,-10000,0
2069091,2059328,2059328,218,10000,0,-10000,0
2069470,2065993,2065993,144,10000,0,-10000,0
2069584,2059912,2059912,202,10000,0,-10000,0
2071157,2059219,2059219,139,10000,0,-10000,0
2071551,1944087,1944087,185,10000,0,-10000,0
2071575,2043888,2043888,195,10000,0,-10000,0
2072005,1832814,1832814,72,10000,0,-10000,0
2072487,1981721,1981721,173,10000,0,-10000,0
2072910,1929032,1929032,187,10000,0,-10000,0
2073019,2062383,2062383,213,10000,0,-10000,0
2074326,2048100,2048100,155,10000,0,-10000,0
2074559,2056970,2056970,192,10000,0,-10000,0
2074736,740436,740436,112,10000,0,-10000,0
2074997,1909815,1909815,191,10000,0,-10000,0
2075530,2064655,2064655,228,10000,0,-10000,0
2075701,2058119,2058119,120,10000,0,-10000,0
2076160,2032969,2032969,202,10000,0,-10000,0
2076856,2029591,2029591,193,10000,0,-10000,0
2077061,1630814,1630814,148,10000,0,-10000,0
2077188,2068060,2068060,242,10000,0,-10000,0
2078185,2037317,2037317,219,10000,0,-10000,0
2078220,2059691,2059691,243,10000,0,-10000,0
2079576,2017569,2017569,212,10000,0,-10000,0
2080059,2034377,2034377,194,10000,0,-10000,0
2080513,2044863,2044863,173,10000,0,-10000,0
2082073,2048340,2048340,136,10000,0,-10000,0
2082780,2079650,2079650,262,10000,0,-10000,0
2083323,2067849,2067849,378,10000,0,-10000,0
2083553,2062111,2062111,238,10000,0,-10000,0
2083749,2024612,2024612,202,10000,0,-10000,0
2084257,2055471,2055471,196,10000,0,-10000,0
2084468,2041274,2041274,211,10000,0,-10000,0
2086094,2027443,2027443,223,10000,0,-10000,0
2086095,2027443,2027443,223,10000,0,-10000,0
2086130,2065812,2065812,141,10000,0,-10000,0
2086238,2081317,2081317,239,10000,0,-10000,0
2086582,2041802,2041802,254,10000,0,-10000,0
2087141,2075903,2075903,175,10000,0,-10000,0
2087545,2053936,2053936,152,10000,0,-10000,0
2088456,1897825,1897825,269,10000,0,-10000,0
2088939,2056970,2056970,192,10000,0,-10000,0
2089239,2073878,2073878,254,10000,0,-10000,0
2089403,1941899,1941899,61,10000,0,-10000,0
2089426,2061132,2061132,191,10000,0,-10000,0
2089625,1984146,1984146,189,10000,0,-10000,0
2089627,2026172,2026172,59,10000,0,-10000,0
2090317,1939958,1939958,188,10000,0,-10000,0
2091087,2062331,2062331,196,10000,0,-10000,0
2091154,2080088,2080088,146,10000,0,-10000,0
2092172,2043908,2043908,201,10000,0,-10000,0
2092377,2088948,2088948,193,10000,0,-10000,0
2092390,2051598,2051598,209,10000,0,-10000,0
2092628,1956412,1956412,199,10000,0,-10000,0
2092712,2081633,2081633,211,10000,0,-10000,0
2093404,2083003,2083003,190,10000,0,-10000,0
2093818,2027376,2027376,378,10000,0,-10000,0
2094742,1846137,1846137,174,10000,0,-10000,0
2095225,2083772,2083772,175,10000,0,-10000,0
2095250,2085593,2085593,199,10000,0,-10000,0
2096264,2065755,2065755,223,10000,0,-10000,0
2096952,2012805,2012805,232,10000,0,-10000,0
2097243,2068052,2068052,246,10000,0,-10000,0
2097274,2078781,2078781,209,10000,0,-10000,0
2097943,2046429,2046429,197,10000,0,-10000,0
2097968,2073019,2073019,214,10000,0,-10000,0
2098429,2024606,2024606,194,10000,0,-10000,0
2099139,2070670,2070670,238,10000,0,-10000,0
2099365,2045751,2045751,193,10000,0,-10000,0
2099814,1971085,1971085,58,10000,0,-10000,0
2099838,2070670,2070670,238,10000,0,-10000,0
2100365,2082059,2082059,258,10000,0,-10000,0
2100462,2095749,2095749,296,10000,0,-10000,0
2100763,1960146,1960146,208,10000,0,-10000,0
2101059,2081846,2081846,208,10000,0,-10000,0
2101236,1846137,1846137,174,10000,0,-10000,0
2102172,1960146,1960146,208,10000,0,-10000,0
2102208,2081739,2081739,250,10000,0,-10000,0
2102642,2072981,2072981,210,10000,0,-10000,0
2102862,2066247,2066247,212,10000,0,-10000,0
2103359,2035510,2035510,192,10000,0,-10000,0
2104260,2062815,2062815,143,10000,0,-10000,0
2104755,2084707,2084707,210,10000,0,-10000,0
2105883,2092414,2102865,264,10000,0,-10000,10451
2105892,2056894,2056894,217,10000,0,-10000,0
2106383,2087590,2087590,222,10000,0,-10000,0
2106567,2022552,2022552,199,10000,0,-10000,0
2106812,1311529,1311529,56,10000,0,-10000,0
2106940,2102326,2102326,250,10000,0,-10000,0
2107016,2064572,2064572,219,10000,0,-10000,0
2107099,2096973,2096973,259,10000,0,-10000,0
2107737,2078931,2078931,195,10000,0,-10000,0
2107957,2046273,2046273,211,10000,0,-10000,0
2107958,2048317,2048317,222,10000,0,-10000,0
2108000,2087157,2087157,203,10000,0,-10000,0
2108014,2089716,2089716,219,10000,0,-10000,0
2108278,2094320,2094320,267,10000,0,-10000,0
2108460,2013937,2013937,206,10000,0,-10000,0
2108486,2081870,2081870,208,10000,0,-10000,0
2109152,2106131,2106131,230,10000,0,-10000,0
2109456,2078782,2078782,421,10000,0,-10000,0
2109687,1898763,1898763,186,10000,0,-10000,0
2109906,2056390,2056390,209,10000,0,-10000,0
2109963,2092377,2092377,194,10000,0,-10000,0
2110413,2085925,2085925,251,10000,0,-10000,0
2110427,2090118,2090118,215,10000,0,-10000,0
2110627,2043888,2043888,195,10000,0,-10000,0
2110643,2070215,2070215,156,10000,0,-10000,0
2110654,2078028,2078028,243,10000,0,-10000,0
2110748,2101513,2101513,233,10000,0,-10000,0
2111068,2019420,2019420,190,10000,0,-10000,0
2111069,2048312,2048312,191,10000,0,-10000,0
2111074,2057073,2057073,237,10000,0,-10000,0
2111090,2080744,2080744,49,10000,0,-10000,0
2111313,2039123,2039123,197,10000,0,-10000,0
2111534,2024606,2024606,194,10000,0,-10000,0
2111551,2076155,2076155,208,10000,0,-10000,0
2111630,2100101,2100101,175,10000,0,-10000,0
2111760,2108675,2108675,216,10000,0,-10000,0
2111802,2088093,2088093,236,10000,0,-10000,0
2111855,2100099,2100099,207,10000,0,-10000,0
2112006,2108930,2108930,236,10000,0,-10000,0
2112312,2070459,2070459,279,10000,0,-10000,0
2112375,2095851,2095851,238,10000,0,-10000,0
2112544,2067345,2067345,210,10000,0,-10000,0
2112783,2085370,2085370,239,10000,0,-10000,0
2112833,2101700,2101700,216,10000,0,-10000,0
2113217,2057641,2057641,219,10000,0,-10000,0
2113237,2084765,2084765,210,10000,0,-10000,0
2113438,2056207,2056207,244,10000,0,-10000,0
2113443,2077974,2077974,221,10000,0,-10000,0
2113647,1897825,1897825,269,10000,0,-10000,0
2113910,2090151,2090151,220,10000,0,-10000,0
2113965,2103361,2103361,193,10000,0,-10000,0
2114366,2072238,2072238,186,10000,0,-10000,0
2114413,2097228,2097228,265,10000,0,-10000,0
2114497,2110836,2110836,305,10000,0,-10000,0
2114600,2092239,2092239,202,10000,0,-10000,0
2114838,2095150,2095150,202,10000,0,-10000,0
2115055,1466746,1466746,139,10000,0,-10000,0
2115060,2061680,2061680,208,10000,0,-10000,0
2115335,2096948,2096948,190,10000,0,-10000,0
2115373,2104562,2104562,239,10000,0,-10000,0
2115738,2063745,2063745,262,10000,0,-10000,0
2116030,2088678,2088678,231,10000,0,-10000,0
2116063,2099221,2099221,220,10000,0,-10000,0
2116449,2080513,2080513,174,10000,0,-10000,0
2116481,2097272,2097272,237,10000,0,-10000,0
2116683,1968842,1968842,188,10000,0,-10000,0
2116932,2042534,2042534,196,10000,0,-10000,0
2117012,2105896,2105896,208,10000,0,-10000,0
2117191,2092377,2092377,194,10000,0,-10000,0
2117210,2097963,2097963,268,10000,0,-10000,0
2117387,1850470,1850470,166,10000,0,-10000,0
2117398,2077813,2077813,202,10000,0,-10000,0
2117882,2021508,2021508,192,10000,0,-10000,0
2117889,2065523,2065523,209,10000,0,-10000,0
2117991,2109425,2109425,253,10000,0,-10000,0
2118117,2075005,2075005,214,10000,0,-10000,0
2118131,2086364,2086364,251,10000,0,-10000,0
2118323,2058824,2058824,202,10000,0,-10000,0
2118324,2060676,2060676,220,10000,0,-10000,0
2118326,2075685,2075685,229,10000,0,-10000,0
2118825,2096624,2096624,202,10000,0,-10000,0
2119045,1997071,1997071,199,10000,0,-10000,0
2119261,2115733,2115733,120,10000,0,-10000,0
2119286,2081201,2081201,252,10000,0,-10000,0
2119546,2096271,2096271,204,10000,0,-10000,0
2119783,2083074,2083074,196,10000,0,-10000,0
2119823,2098692,2098692,205,10000,0,-10000,0
2120014,1801166,1801166,60,10000,0,-10000,0
2120110,2110391,2110391,199,10000,0,-10000,0
2120243,2074360,2074360,202,10000,0,-10000,0
2120248,2079576,2079576,213,10000,0,-10000,0
2120257,2089513,2089513,229,10000,0,-10000,0
2120950,1936051,1936051,150,10000,0,-10000,0
2120958,2083074,2083074,196,10000,0,-10000,0
2121172,2066182,2066182,193,10000,0,-10000,0
2121255,2111538,2111538,389,10000,0,-10000,0
2121733,2105889,2105889,244,10000,0,-10000,0
2121953,2111158,2111158,250,10000,0,-10000,0
2122083,2021461,2021461,195,10000,0,-10000,0
2122086,2060698,2060698,200,10000,0,-10000,0
2122087,2060698,2060698,200,10000,0,-10000,0
2122116,2094539,2094539,206,10000,0,-10000,0
2122168,2105940,2105940,252,10000,0,-10000,0
2122357,2069099,2069099,200,10000,0,-10000,0
2122378,2094542,2094542,198,10000,0,-10000,0
2122621,2046687,2046687,216,10000,0,-10000,0
2122628,2081165,2081165,202,10000,0,-10000,0
2122640,2093315,2093315,398,10000,0,-10000,0
2122736,2113495,2113495,232,10000,0,-10000,0
2122858,2062101,2062101,251,10000,0,-10000,0
2122989,2113985,2113985,227,10000,0,-10000,0
2123541,1990316,1990316,207,10000,0,-10000,0
2123544,2021461,2021461,195,10000,0,-10000,0
2123600,2106577,2106577,245,10000,0,-10000,0
2123602,2106892,2106892,218,10000,0,-10000,0
2123891,2114694,2114694,238,10000,0,-10000,0
2123992,2120813,2120813,243,10000,0,-10000,0
2124264,2094558,2094558,203,10000,0,-10000,0
2124917,1945178,1945178,122,10000,0,-10000,0
2125150,2054020,2054020,196,10000,0,-10000,0
2125384,2013238,2013238,199,10000,0,-10000,0
2125386,2063507,2063507,206,10000,0,-10000,0
2125396,2089856,2089856,203,10000,0,-10000,0
2125510,2116565,2116565,217,10000,0,-10000,0
2125918,2109261,2109261,269,10000,0,-10000,0
2126142,2107278,2107278,152,10000,0,-10000,0
2126177,2114608,2114608,234,10000,0,-10000,0
2126308,2122542,2122542,361,10000,0,-10000,0
2126374,2039368,2039368,196,10000,0,-10000,0
2126379,2070171,2070171,232,10000,0,-10000,0
2126382,2070402,2070402,231,10000,0,-10000,0
2126666,2108709,2108709,291,10000,0,-10000,0
2126858,2093584,2093584,202,10000,0,-10000,0
2127064,1853178,1853178,190,10000,0,-10000,0
2127330,2040806,2040806,219,10000,0,-10000,0
2127465,2122695,2122695,227,10000,0,-10000,0
2127543,2078931,2078931,195,10000,0,-10000,0
2127634,2118419,2118419,232,10000,0,-10000,0
2127742,2089439,2089439,210,10000,0,-10000,0
2127891,2123639,2123639,303,10000,0,-10000,0
2127892,2123637,2123637,303,10000,0,-10000,0
2128022,2109687,2109687,187,10000,0,-10000,0
2128213,2085593,2085593,199,10000,0,-10000,0
2128308,2119124,2119124,225,10000,0,-10000,0
2128309,2119124,2119124,225,10000,0,-10000,0
2128500,2118402,2118402,427,10000,0,-10000,0
2128640,2083246,2083246,207,10000,0,-10000,0
2128691,2110389,2110389,191,10000,0,-10000,0
2128875,2054579,2054579,195,10000,0,-10000,0
2129158,2101556,2101556,254,10000,0,-10000,0
2129172,2108274,2108274,248,10000,0,-10000,0
2129196,2112312,2112312,280,10000,0,-10000,0
2129264,2120135,2120135,230,10000,0,-10000,0
2129267,2121069,2121069,243,10000,0,-10000,0
2129423,2106839,2106839,198,10000,0,-10000,0
2129815,2051366,2051366,385,10000,0,-10000,0
2129841,2104724,2104724,110,10000,0,-10000,0
2130077,2084707,2084707,210,10000,0,-10000,0
2130108,2108212,2108212,209,10000,0,-10000,0
2130128,2113312,2113312,230,10000,0,-10000,0
2130132,2113487,2113487,222,10000,0,-10000,0
2130133,2113487,2113487,222,10000,0,-10000,0
2130158,2120228,2120228,266,10000,0,-10000,0
2130317,2072256,2072256,243,10000,0,-10000,0
2130328,2097735,2097735,238,10000,0,-10000,0
2130333,2099155,2099155,401,10000,0,-10000,0
2130334,2099489,2099489,250,10000,0,-10000,0
2130538,1912802,1912802,189,10000,0,-10000,0
2130754,2036805,2036805,94,10000,0,-10000,0
2131187,2068263,2068263,160,10000,0,-10000,0
2131279,2121032,2121032,261,10000,0,-10000,0
2131415,2079614,2079614,228,10000,0,-10000,0
2131638,2121249,2129127,252,10000,0,-10000,7878
2131640,1974412,1974412,151,10000,0,-10000,0
2131651,2071788,2071788,212,10000,0,-10000,0
2131793,2125262,2125262,294,10000,0,-10000,0
2131887,2061680,2061680,208,10000,0,-10000,0
2131938,2111855,2111855,208,10000,0,-10000,0
2132070,2127465,2127465,228,10000,0,-10000,0
2132150,2003219,2003219,222,10000,0,-10000,0
2132375,2096954,2096954,202,10000,0,-10000,0
2132401,2114195,2114195,219,10000,0,-10000,0
2132582,2087857,2087857,191,10000,0,-10000,0
2132583,2088927,2088927,246,10000,0,-10000,0
2132833,2071788,2071788,212,10000,0,-10000,0
2133106,2040777,2040777,205,10000,0,-10000,0
2133141,2108464,2108464,200,10000,0,-10000,0
2133166,2117450,2117450,404,10000,0,-10000,0
2133233,2124956,2124956,245,10000,0,-10000,0
2133340,2130316,2130316,192,10000,0,-10000,0
2133343,2053258,2053258,154,10000,0,-10000,0
2133357,2102910,2102910,195,10000,0,-10000,0
2133381,2113216,2113216,201,10000,0,-10000,0
2133410,2118792,2118792,252,10000,0,-10000,0
2133563,2001579,2001579,120,10000,0,-10000,0
2133796,2099131,2099131,200,10000,0,-10000,0
2133833,2116489,2116489,431,10000,0,-10000,0
2133874,2123799,2123799,244,10000,0,-10000,0
2134270,2110215,2110215,249,10000,0,-10000,0
2134272,2110416,2110416,229,10000,0,-10000,0
2134474,1998420,1998420,189,10000,0,-10000,0
2134538,2118569,2118569,254,10000,0,-10000,0
2134592,2125420,2125420,257,10000,0,-10000,0
2134784,2118569,2118569,254,10000,0,-10000,0
2134979,2114394,2114394,249,10000,0,-10000,0
2135164,2131661,2131661,150,10000,0,-10000,0
2135191,2105409,2105409,392,10000,0,-10000,0
2135212,2115103,2115103,209,10000,0,-10000,0
2135408,1973251,1973251,186,10000,0,-10000,0
2135434,2109687,2109687,187,10000,0,-10000,0
2135680,2062997,2062997,222,10000,0,-10000,0
