ID,Sporelayer,Quickener,Generation,Birth_step,Death_step,Lifespan,Sex_check
2164938,2161124,2161124,540,10000,0,-10000,0
2164940,2161122,2161122,546,10000,0,-10000,0
2164962,2161415,2161377,374,10000,0,-10000,-38
2164969,2161678,2161678,257,10000,0,-10000,0
2164972,2115090,2115090,152,10000,0,-10000,0
2164978,2125214,2125214,250,10000,0,-10000,0
2164988,2132026,2132026,350,10000,0,-10000,0
2164990,2135204,2135204,391,10000,0,-10000,0
2164992,2138188,2138188,395,10000,0,-10000,0
2164993,2138951,2138951,201,10000,0,-10000,0
2164995,2140916,2140916,198,10000,0,-10000,0
2165002,2143830,2143830,253,10000,0,-10000,0
2165025,2148578,2148578,271,10000,0,-10000,0
2165031,2149775,2149775,245,10000,0,-10000,0
2165034,2149943,2149943,255,10000,0,-10000,0
2165060,2154891,2154891,244,10000,0,-10000,0
2165061,2154890,2154890,259,10000,0,-10000,0
2165082,2155592,2155592,277,10000,0,-10000,0
2165093,2155730,2155730,258,10000,0,-10000,0
2165094,2156131,2156131,262,10000,0,-10000,0
2165164,2161407,2161407,478,10000,0,-10000,0
2165216,2101467,2101467,216,10000,0,-10000,0
2165217,2108496,2108496,205,10000,0,-10000,0
2165229,2134108,2134108,243,10000,0,-10000,0
2165231,2135152,2135152,347,10000,0,-10000,0
2165242,2140978,2140978,259,10000,0,-10000,0
2165259,2146361,2146361,229,10000,0,-10000,0
2165272,2148435,2148435,336,10000,0,-10000,0
2165300,2155049,2155049,266,10000,0,-10000,0
2165311,2155786,2155786,252,10000,0,-10000,0
2165316,2156589,2156589,263,10000,0,-10000,0
2165337,2158665,2158665,480,10000,0,-10000,0
2165402,2082575,2082575,232,10000,0,-10000,0
2165405,2116679,2116679,218,10000,0,-10000,0
2165406,2119797,2119797,213,10000,0,-10000,0
2165408,2122413,2122413,252,10000,0,-10000,0
2165412,2132171,2132171,395,10000,0,-10000,0
2165413,2132418,2132418,366,10000,0,-10000,0
2165436,2145749,2145749,247,10000,0,-10000,0
2165462,2149942,2149942,255,10000,0,-10000,0
2165485,2150688,2153381,405,10000,0,-10000,2693
2165490,2155089,2155089,211,10000,0,-10000,0
2165504,2156226,2156226,304,10000,0,-10000,0
2165519,2156006,2156006,122,10000,0,-10000,0
2165588,2161809,2161809,383,10000,0,-10000,0
2165637,2113328,2113328,258,10000,0,-10000,0
2165638,2115292,2115292,205,10000,0,-10000,0
2165642,2125898,2125898,258,10000,0,-10000,0
2165645,2128655,2128655,251,10000,0,-10000,0
2165681,2145667,2145667,268,10000,0,-10000,0
2165706,2152005,2152005,254,10000,0,-10000,0
2165736,2155505,2155505,245,10000,0,-10000,0
2165742,2155735,2155735,245,10000,0,-10000,0
2165743,2155732,2155732,272,10000,0,-10000,0
2165763,2156289,2156289,253,10000,0,-10000,0
2165797,2161053,2161053,252,10000,0,-10000,0
2165823,2162051,2162051,361,10000,0,-10000,0
2165884,2121951,2121951,231,10000,0,-10000,0
2165889,2131065,2131065,257,10000,0,-10000,0
2165900,2140336,2140336,404,10000,0,-10000,0
2165901,2140533,2140533,256,10000,0,-10000,0
2165911,2144679,2144679,201,10000,0,-10000,0
2165913,2145482,2145482,258,10000,0,-10000,0
2165920,2149943,2149943,255,10000,0,-10000,0
2165921,2150165,2150165,380,10000,0,-10000,0
2165936,2153827,2153827,460,10000,0,-10000,0
2165972,2156579,2156579,255,10000,0,-10000,0
2165980,2156479,2156479,248,10000,0,-10000,0
2166009,2159449,2159449,473,10000,0,-10000,0
2166026,2162315,2162315,550,10000,0,-10000,0
2166107,2162550,2162540,324,10000,0,-10000,-10
2166110,2162461,2162461,352,10000,0,-10000,0
2166116,2162810,2162810,261,10000,0,-10000,0
2166118,2091087,2091087,197,10000,0,-10000,0
2166126,2131226,2131226,248,10000,0,-10000,0
2166132,2134027,2134027,395,10000,0,-10000,0
2166214,2155087,2155087,195,10000,0,-10000,0
2166280,2162570,2162570,410,10000,0,-10000,0
2166358,2127627,2127627,406,10000,0,-10000,0
2166360,2129158,2129158,255,10000,0,-10000,0
2166362,2130538,2130538,190,10000,0,-10000,0
2166363,2130537,2130537,190,10000,0,-10000,0
2166364,2130537,2130537,190,10000,0,-10000,0
2166369,2134490,2134490,251,10000,0,-10000,0
2166404,2149650,2149650,216,10000,0,-10000,0
2166425,2153413,2153413,248,10000,0,-10000,0
2166426,2154322,2154322,228,10000,0,-10000,0
2166429,2154158,2154158,321,10000,0,-10000,0
2166433,2155322,2155322,237,10000,0,-10000,0
2166469,2162683,2157296,360,10000,0,-10000,-5387
2166485,2159979,2159979,547,10000,0,-10000,0
2166537,2162754,2162754,336,10000,0,-10000,0
2166553,2162715,2162715,315,10000,0,-10000,0
2166575,2162650,2162650,221,10000,0,-10000,0
2166576,2162649,2162649,397,10000,0,-10000,0
2166602,2112544,2112544,211,10000,0,-10000,0
2166603,2113700,2113700,264,10000,0,-10000,0
2166619,2135189,2135189,255,10000,0,-10000,0
2166637,2140682,2140682,215,10000,0,-10000,0
2166639,2141913,2141913,258,10000,0,-10000,0
2166640,2142148,2142148,267,10000,0,-10000,0
2166642,2142425,2142425,259,10000,0,-10000,0
2166655,2144435,2144435,246,10000,0,-10000,0
2166690,2155740,2155740,265,10000,0,-10000,0
2166691,2156168,2156168,429,10000,0,-10000,0
2166694,2156042,2156042,234,10000,0,-10000,0
2166695,2156031,2156031,235,10000,0,-10000,0
2166701,2156573,2156573,401,10000,0,-10000,0
2166712,2157051,2157051,252,10000,0,-10000,0
2166743,2160246,2160246,334,10000,0,-10000,0
2166749,2160223,2160223,469,10000,0,-10000,0
2166767,2160033,2160033,222,10000,0,-10000,0
2166771,2163037,2163037,219,10000,0,-10000,0
2166809,2162958,2162958,354,10000,0,-10000,0
2166828,2162839,2162839,460,10000,0,-10000,0
2166840,2163605,2163605,264,10000,0,-10000,0
2166845,2115292,2115292,205,10000,0,-10000,0
2166850,2128628,2128628,223,10000,0,-10000,0
2166854,2137580,2137580,248,10000,0,-10000,0
2166857,2139595,2139595,195,10000,0,-10000,0
2166859,2140682,2140682,215,10000,0,-10000,0
2166860,2141970,2141970,255,10000,0,-10000,0
2166868,2144744,2144744,246,10000,0,-10000,0
2166876,2148246,2148246,211,10000,0,-10000,0
2166878,2149531,2149531,214,10000,0,-10000,0
2166899,2153252,2153252,256,10000,0,-10000,0
2166905,2154560,2154560,223,10000,0,-10000,0
2166908,2154800,2154800,213,10000,0,-10000,0
2166913,2156948,2156948,250,10000,0,-10000,0
2166919,2157029,2157029,261,10000,0,-10000,0
2166920,2157004,2157004,245,10000,0,-10000,0
2166921,2156950,2156950,228,10000,0,-10000,0
2166937,2157804,2157804,247,10000,0,-10000,0
2166940,2158133,2158133,254,10000,0,-10000,0
2166981,2163311,2163311,221,10000,0,-10000,0
2167028,2163220,2163220,223,10000,0,-10000,0
2167070,2109971,2109971,247,10000,0,-10000,0
2167072,2117153,2117153,209,10000,0,-10000,0
2167082,2132171,2132171,395,10000,0,-10000,0
2167083,2132171,2132171,395,10000,0,-10000,0
2167085,2133435,2133435,399,10000,0,-10000,0
2167095,2139562,2139562,217,10000,0,-10000,0
2167097,2140771,2140771,233,10000,0,-10000,0
2167105,2142894,2142894,259,10000,0,-10000,0
2167109,2143766,2143766,357,10000,0,-10000,0
2167110,2144550,2144550,271,10000,0,-10000,0
2167121,2147327,2147327,301,10000,0,-10000,0
2167124,2147279,2147279,217,10000,0,-10000,0
2167136,2150248,2150248,250,10000,0,-10000,0
2167140,2151370,2151370,254,10000,0,-10000,0
2167150,2143057,2153428,269,10000,0,-10000,10371
2167166,2156555,2156555,239,10000,0,-10000,0
2167191,2158032,2158032,261,10000,0,-10000,0
2167209,2160686,2160686,357,10000,0,-10000,0
2167212,2160666,2160666,276,10000,0,-10000,0
2167230,2163590,2163590,334,10000,0,-10000,0
2167269,2163503,2163503,219,10000,0,-10000,0
2167304,2161110,2163949,343,10000,0,-10000,2839
2167308,2090596,2090596,214,10000,0,-10000,0
2167310,2108486,2108486,209,10000,0,-10000,0
2167311,2112312,2112312,280,10000,0,-10000,0
2167314,2115328,2115328,246,10000,0,-10000,0
2167325,2132942,2132942,231,10000,0,-10000,0
2167327,2134814,2134814,304,10000,0,-10000,0
2167329,2136059,2136059,274,10000,0,-10000,0
2167334,2138960,2138960,392,10000,0,-10000,0
2167345,2143117,2143117,252,10000,0,-10000,0
2167349,2144211,2144211,246,10000,0,-10000,0
2167353,2145403,2145403,259,10000,0,-10000,0
2167362,2148107,2148107,249,10000,0,-10000,0
2167364,2148485,2148485,209,10000,0,-10000,0
2167365,2148748,2148748,221,10000,0,-10000,0
2167366,2148748,2148748,221,10000,0,-10000,0
2167372,2150246,2150246,272,10000,0,-10000,0
2167381,2150716,2150716,399,10000,0,-10000,0
2167382,2150871,2150871,244,10000,0,-10000,0
2167400,2156514,2156514,232,10000,0,-10000,0
2167401,2156776,2156776,231,10000,0,-10000,0
2167404,2157422,2157422,263,10000,0,-10000,0
2167408,2157281,2157281,251,10000,0,-10000,0
2167409,2157280,2157280,269,10000,0,-10000,0
2167412,2157516,2157516,272,10000,0,-10000,0
2167418,2158018,2158018,351,10000,0,-10000,0
2167421,2157972,2157972,258,10000,0,-10000,0
2167432,2158188,2158188,248,10000,0,-10000,0
2167453,2160893,2160893,364,10000,0,-10000,0
2167455,2160872,2160872,367,10000,0,-10000,0
2167460,2160789,2160789,201,10000,0,-10000,0
2167465,2163813,2163813,226,10000,0,-10000,0
2167469,2163802,2163802,465,10000,0,-10000,0
2167474,2163796,2163796,443,10000,0,-10000,0
2167515,2163681,2163681,223,10000,0,-10000,0
2167525,2163638,2163638,408,10000,0,-10000,0
2167530,2164342,2164342,148,10000,0,-10000,0
2167560,2143330,2143330,267,10000,0,-10000,0
2167586,2152093,2152093,260,10000,0,-10000,0
2167595,2153435,2153435,268,10000,0,-10000,0
2167606,2156529,2156529,223,10000,0,-10000,0
2167612,2157531,2157531,246,10000,0,-10000,0
2167651,2161173,2161173,305,10000,0,-10000,0
2167729,2163997,2163997,368,10000,0,-10000,0
2167760,2163879,2163879,226,10000,0,-10000,0
2167773,2164558,2164558,256,10000,0,-10000,0
2167791,2132854,2132854,251,10000,0,-10000,0
2167795,2136059,2136059,274,10000,0,-10000,0
2167798,2137863,2137863,225,10000,0,-10000,0
2167800,2137862,2137862,225,10000,0,-10000,0
2167803,2139543,2139543,314,10000,0,-10000,0
2167804,2141191,2141191,206,10000,0,-10000,0
2167813,2144064,2144064,246,10000,0,-10000,0
2167814,2144012,2144012,246,10000,0,-10000,0
2167822,2145599,2145599,247,10000,0,-10000,0
2167823,2145599,2145599,247,10000,0,-10000,0
2167827,2147113,2147113,268,10000,0,-10000,0
2167840,2150184,2150184,403,10000,0,-10000,0
2167872,2155701,2155701,485,10000,0,-10000,0
2167876,2155585,2155585,289,10000,0,-10000,0
2167879,2157781,2157781,270,10000,0,-10000,0
2167882,2157777,2157777,403,10000,0,-10000,0
2167886,2157771,2157771,262,10000,0,-10000,0
2167892,2158009,2158009,267,10000,0,-10000,0
2167900,2158498,2158498,259,10000,0,-10000,0
2167934,2161367,2161367,441,10000,0,-10000,0
2167962,2164332,2164332,456,10000,0,-10000,0
2167990,2164282,2164282,348,10000,0,-10000,0
2167997,2164269,2164269,489,10000,0,-10000,0
2168020,2164167,2164167,356,10000,0,-10000,0
2168039,2161634,2164593,349,10000,0,-10000,2959
2168045,1864315,1864315,190,10000,0,-10000,0
2168050,2121507,2121507,238,10000,0,-10000,0
2168061,2137354,2137354,244,10000,0,-10000,0
2168062,2137591,2137591,211,10000,0,-10000,0
2168066,2139652,2139652,396,10000,0,-10000,0
2168069,2143335,2143335,202,10000,0,-10000,0
2168073,2144687,2144687,249,10000,0,-10000,0
2168085,2149741,2149741,214,10000,0,-10000,0
2168097,2151142,2151142,244,10000,0,-10000,0
2168099,2151543,2151543,207,10000,0,-10000,0
2168102,2151765,2151765,220,10000,0,-10000,0
2168115,2153932,2153932,263,10000,0,-10000,0
2168119,2154345,2154345,226,10000,0,-10000,0
2168127,2156159,2156159,249,10000,0,-10000,0
2168137,2157770,2157770,404,10000,0,-10000,0
2168171,2159012,2159012,399,10000,0,-10000,0
2168175,2159101,2159101,252,10000,0,-10000,0
2168180,2159575,2159575,268,10000,0,-10000,0
2168193,2161603,2161603,339,10000,0,-10000,0
2168234,2164494,2164494,444,10000,0,-10000,0
2168260,2164408,2164408,211,10000,0,-10000,0
2168271,2164361,2164361,284,10000,0,-10000,0
2168287,2087545,2087545,153,10000,0,-10000,0
2168294,2120537,2120537,253,10000,0,-10000,0
2168296,2122849,2122849,218,10000,0,-10000,0
2168298,2124255,2124255,254,10000,0,-10000,0
2168302,2129909,2129909,264,10000,0,-10000,0
2168314,2139148,2139148,257,10000,0,-10000,0
2168327,2148554,2148554,248,10000,0,-10000,0
2168329,2149000,2149000,258,10000,0,-10000,0
2168331,2148974,2148974,251,10000,0,-10000,0
2168334,2149230,2149230,246,10000,0,-10000,0
2168340,2151534,2151534,243,10000,0,-10000,0
2168341,2151751,2151751,202,10000,0,-10000,0
2168347,2153200,2153200,370,10000,0,-10000,0
2168358,2154583,2154583,252,10000,0,-10000,0
2168359,2156226,2156226,304,10000,0,-10000,0
2168369,2158239,2158239,263,10000,0,-10000,0
2168386,2158391,2158391,231,10000,0,-10000,0
2168408,2159207,2159207,365,10000,0,-10000,0
2168429,2161759,2161759,371,10000,0,-10000,0
2168431,2161739,2161739,378,10000,0,-10000,0
2168437,2159143,2161939,336,10000,0,-10000,2796
2168509,2125466,2125466,249,10000,0,-10000,0
2168510,2126471,2126471,146,10000,0,-10000,0
2168512,2127738,2127738,229,10000,0,-10000,0
2168519,2133570,2133570,201,10000,0,-10000,0
2168531,2141733,2141733,268,10000,0,-10000,0
2168544,2149595,2148159,272,10000,0,-10000,-1436
2168546,2148846,2148846,255,10000,0,-10000,0
2168548,2149274,2149274,252,10000,0,-10000,0
2168549,2149274,2149274,252,10000,0,-10000,0
2168572,2154414,2154414,262,10000,0,-10000,0
2168577,2154584,2154584,252,10000,0,-10000,0
2168588,2157768,2157768,215,10000,0,-10000,0
2168612,2159162,2159162,259,10000,0,-10000,0
2168617,2159675,2159675,220,10000,0,-10000,0
2168621,2160405,2160405,241,10000,0,-10000,0
2168652,2161910,2161910,383,10000,0,-10000,0
2168680,2164925,2164925,367,10000,0,-10000,0
2168726,2165208,2165128,345,10000,0,-10000,-80
2168742,2109971,2109971,247,10000,0,-10000,0
2168743,2113328,2113328,258,10000,0,-10000,0
2168751,2127079,2127079,230,10000,0,-10000,0
2168757,2131001,2131001,243,10000,0,-10000,0
2168785,2148780,2148780,264,10000,0,-10000,0
2168792,2149574,2149574,254,10000,0,-10000,0
2168794,2149574,2149574,254,10000,0,-10000,0
2168797,2150448,2150448,257,10000,0,-10000,0
2168799,2150657,2150657,241,10000,0,-10000,0
2168801,2151542,2151542,241,10000,0,-10000,0
2168804,2152930,2152930,254,10000,0,-10000,0
2168823,2155494,2155494,243,10000,0,-10000,0
2168824,2155494,2155494,243,10000,0,-10000,0
2168837,2158421,2158421,241,10000,0,-10000,0
2168838,2158721,2158721,249,10000,0,-10000,0
2168842,2158667,2158667,269,10000,0,-10000,0
2168854,2159415,2159415,341,10000,0,-10000,0
2168858,2159366,2159366,242,10000,0,-10000,0
2168860,2159344,2159344,403,10000,0,-10000,0
2168867,2159642,2159642,261,10000,0,-10000,0
2168871,2160583,2160583,248,10000,0,-10000,0
2168884,2162273,2162273,340,10000,0,-10000,0
2168914,2165193,2165193,453,10000,0,-10000,0
2168932,2165152,2165152,372,10000,0,-10000,0
2168937,2165141,2165141,457,10000,0,-10000,0
2168969,2165000,2165000,263,10000,0,-10000,0
2168987,2111583,2111583,268,10000,0,-10000,0
2168995,2127802,2127802,398,10000,0,-10000,0
2168996,2128016,2128016,254,10000,0,-10000,0
2168998,2128016,2128016,254,10000,0,-10000,0
2169001,2132296,2132296,253,10000,0,-10000,0
2169004,2133106,2133106,206,10000,0,-10000,0
2169005,2134107,2134107,402,10000,0,-10000,0
2169009,2135462,2135462,262,10000,0,-10000,0
2169012,2137604,2137604,244,10000,0,-10000,0
2169017,2140004,2140004,250,10000,0,-10000,0
2169025,2144194,2144194,250,10000,0,-10000,0
2169028,2145191,2145191,245,10000,0,-10000,0
2169038,2148347,2148347,255,10000,0,-10000,0
2169039,2148249,2148249,255,10000,0,-10000,0
2169044,2148989,2148989,252,10000,0,-10000,0
2169051,2150447,2150447,191,10000,0,-10000,0
2169057,2165286,2154311,371,10000,0,-10000,-10975
2169070,2157963,2157963,193,10000,0,-10000,0
2169081,2158857,2158857,247,10000,0,-10000,0
2169086,2159115,2159115,267,10000,0,-10000,0
2169103,2159622,2159622,413,10000,0,-10000,0
2169108,2159841,2159841,265,10000,0,-10000,0
2169110,2160047,2160047,259,10000,0,-10000,0
2169132,2162411,2162411,366,10000,0,-10000,0
2169159,2165352,2165352,489,10000,0,-10000,0
2169174,2165321,2165321,554,10000,0,-10000,0
2169198,2165959,2165959,261,10000,0,-10000,0
2169209,2120806,2120806,221,10000,0,-10000,0
2169227,2143827,2143827,281,10000,0,-10000,0
2169229,2145893,2145893,243,10000,0,-10000,0
2169244,2152068,2152068,397,10000,0,-10000,0
2169257,2155310,2155310,254,10000,0,-10000,0
2169261,2155548,2155548,238,10000,0,-10000,0
2169264,2156472,2156472,256,10000,0,-10000,0
2169273,2157443,2157443,209,10000,0,-10000,0
2169275,2158365,2158365,209,10000,0,-10000,0
2169277,2158969,2158969,249,10000,0,-10000,0
2169278,2158880,2158880,404,10000,0,-10000,0
2169281,2159295,2159295,258,10000,0,-10000,0
2169285,2159108,2159108,265,10000,0,-10000,0
2169291,2159063,2159063,260,10000,0,-10000,0
2169294,2159059,2159059,269,10000,0,-10000,0
2169308,2159838,2159838,253,10000,0,-10000,0
2169366,2165568,2165568,357,10000,0,-10000,0
2169376,2165545,2165545,340,10000,0,-10000,0
2169384,2165534,2165534,411,10000,0,-10000,0
2169408,2166181,2166181,257,10000,0,-10000,0
2169415,1975799,1975799,189,10000,0,-10000,0
2169421,2124255,2124255,254,10000,0,-10000,0
2169427,2128416,2128416,246,10000,0,-10000,0
2169429,2130108,2130108,210,10000,0,-10000,0
2169430,2135164,2135164,151,10000,0,-10000,0
2169433,2138950,2138950,395,10000,0,-10000,0
2169436,2139329,2139329,196,10000,0,-10000,0
2169459,2151348,2151348,234,10000,0,-10000,0
2169462,2152258,2152258,232,10000,0,-10000,0
2169467,2153913,2153913,262,10000,0,-10000,0
2169487,2139671,2157633,469,10000,0,-10000,17962
2169492,2158663,2158663,226,10000,0,-10000,0
2169502,2159386,2159386,278,10000,0,-10000,0
2169503,2159357,2159357,253,10000,0,-10000,0
2169510,2159616,2159616,244,10000,0,-10000,0
2169523,2160038,2160038,205,10000,0,-10000,0
2169602,2165762,2165762,354,10000,0,-10000,0
2169617,2165695,2165695,244,10000,0,-10000,0
2169623,2166110,2166110,353,10000,0,-10000,0
2169639,2083753,2083753,210,10000,0,-10000,0
2169646,2114216,2114216,198,10000,0,-10000,0
2169648,2118527,2118527,255,10000,0,-10000,0
2169652,2125638,2125638,209,10000,0,-10000,0
2169676,2146335,2146335,222,10000,0,-10000,0
2169681,2147525,2147525,258,10000,0,-10000,0
2169689,2147327,2150356,304,10000,0,-10000,3029
2169693,2151317,2151317,198,10000,0,-10000,0
2169702,2153091,2153091,423,10000,0,-10000,0
2169710,2153890,2153890,400,10000,0,-10000,0
2169719,2156106,2156106,259,10000,0,-10000,0
2169733,2159144,2159144,242,10000,0,-10000,0
2169740,2159565,2159565,250,10000,0,-10000,0
2169741,2159901,2159901,239,10000,0,-10000,0
2169773,2163236,2163236,316,10000,0,-10000,0
2169790,2163513,2163513,344,10000,0,-10000,0
2169808,2166090,2166090,338,10000,0,-10000,0
2169866,2165970,2165970,351,10000,0,-10000,0
2169900,2129622,2129622,397,10000,0,-10000,0
2169902,2130108,2130108,210,10000,0,-10000,0
2169904,2134040,2134040,218,10000,0,-10000,0
2169919,2145685,2145685,393,10000,0,-10000,0
2169937,2150314,2150314,453,10000,0,-10000,0
2169939,2150935,2150935,261,10000,0,-10000,0
2169940,2150902,2150902,360,10000,0,-10000,0
2169943,2151520,2151520,158,10000,0,-10000,0
2169954,2153961,2153961,248,10000,0,-10000,0
2169963,2155956,2155956,305,10000,0,-10000,0
2169970,2163553,2156076,358,10000,0,-10000,-7477
2169982,2166164,2157995,319,10000,0,-10000,-8169
2169987,2159309,2159309,229,10000,0,-10000,0
2169990,2159882,2159882,259,10000,0,-10000,0
2170000,2160683,2160683,335,10000,0,-10000,0
2170002,2160659,2160659,346,10000,0,-10000,0
2170007,2160556,2160556,247,10000,0,-10000,0
2170056,2166019,2166019,536,10000,0,-10000,0
2170062,2166333,2166333,548,10000,0,-10000,0
2170063,2166332,2166332,347,10000,0,-10000,0
2170074,2166313,2166313,400,10000,0,-10000,0
2170082,2166297,2166297,552,10000,0,-10000,0
2170086,2166287,2166287,441,10000,0,-10000,0
2170089,2166281,2166281,469,10000,0,-10000,0
2170127,2123819,2123819,241,10000,0,-10000,0
2170134,2134018,2134018,406,10000,0,-10000,0
2170135,2134593,2134593,204,10000,0,-10000,0
2170137,2136059,2136059,274,10000,0,-10000,0
2170145,2140902,2140902,213,10000,0,-10000,0
2170147,2141142,2141142,223,10000,0,-10000,0
2170151,2142595,2142595,215,10000,0,-10000,0
2170161,2147971,2147971,336,10000,0,-10000,0
2170162,2148106,2148106,249,10000,0,-10000,0
2170184,2153477,2153477,220,10000,0,-10000,0
2170185,2153948,2153948,247,10000,0,-10000,0
2170189,2155795,2155795,343,10000,0,-10000,0
2170205,2157285,2157285,253,10000,0,-10000,0
2170211,2160257,2160257,269,10000,0,-10000,0
2170212,2160112,2160112,220,10000,0,-10000,0
2170213,2160112,2160112,220,10000,0,-10000,0
2170217,2160064,2160064,269,10000,0,-10000,0
2170261,2163615,2163615,327,10000,0,-10000,0
2170269,2166201,2166201,269,10000,0,-10000,0
2170274,2166581,2166581,541,10000,0,-10000,0
2170280,2166572,2166572,347,10000,0,-10000,0
2170290,2166555,2166555,529,10000,0,-10000,0
2170296,2166541,2166541,542,10000,0,-10000,0
2170307,2166525,2166525,336,10000,0,-10000,0
2170320,2166485,2166485,548,10000,0,-10000,0
2170335,2166427,2166427,372,10000,0,-10000,0
2170348,2164058,2166761,363,10000,0,-10000,2703
2170355,2094261,2094261,211,10000,0,-10000,0
2170358,2114612,2114612,228,10000,0,-10000,0
2170359,2118538,2118538,249,10000,0,-10000,0
2170360,2122105,2122105,264,10000,0,-10000,0
2170361,2125399,2125399,206,10000,0,-10000,0
2170368,2134350,2134350,253,10000,0,-10000,0
2170369,2135725,2135725,196,10000,0,-10000,0
2170377,2141164,2141164,407,10000,0,-10000,0
2170378,2141164,2141164,407,10000,0,-10000,0
2170381,2141969,2141969,248,10000,0,-10000,0
2170394,2150717,2150717,190,10000,0,-10000,0
2170396,2151380,2151380,247,10000,0,-10000,0
2170406,2153360,2153360,261,10000,0,-10000,0
2170418,2153926,2153926,253,10000,0,-10000,0
2170421,2154840,2154840,249,10000,0,-10000,0
2170424,2156072,2156072,220,10000,0,-10000,0
2170441,2160377,2160377,261,10000,0,-10000,0
2170445,2160311,2160311,399,10000,0,-10000,0
2170462,2161074,2161074,395,10000,0,-10000,0
2170464,2161073,2161073,395,10000,0,-10000,0
2170466,2161010,2161010,255,10000,0,-10000,0
2170471,2161304,2161304,265,10000,0,-10000,0
2170472,2161304,2161304,265,10000,0,-10000,0
2170482,2164059,2164059,390,10000,0,-10000,0
2170485,2164047,2164047,321,10000,0,-10000,0
2170493,2164010,2164010,544,10000,0,-10000,0
2170499,2163990,2163990,337,10000,0,-10000,0
2170514,2163846,2163846,359,10000,0,-10000,0
2170542,2166797,2166797,357,10000,0,-10000,0
2170574,2166718,2166718,385,10000,0,-10000,0
2170580,2166672,2166672,456,10000,0,-10000,0
2170583,2166656,2166656,465,10000,0,-10000,0
2170602,1575288,1575288,196,10000,0,-10000,0
2170603,1724467,1724467,177,10000,0,-10000,0
2170605,2107780,2107780,224,10000,0,-10000,0
2170610,2108730,2108730,203,10000,0,-10000,0
2170611,2108730,2108730,203,10000,0,-10000,0
2170617,2132942,2132942,231,10000,0,-10000,0
2170628,2139329,2139329,196,10000,0,-10000,0
2170634,2143431,2143431,476,10000,0,-10000,0
2170651,2150886,2150886,337,10000,0,-10000,0
2170655,2152233,2152233,222,10000,0,-10000,0
2170664,2153429,2153429,269,10000,0,-10000,0
2170699,2160865,2160865,230,10000,0,-10000,0
2170701,2160841,2160841,245,10000,0,-10000,0
2170707,2161428,2161428,334,10000,0,-10000,0
2170715,2161324,2161324,221,10000,0,-10000,0
2170760,2167038,2167038,429,10000,0,-10000,0
2170775,2167008,2167008,430,10000,0,-10000,0
2170786,2166991,2166991,475,10000,0,-10000,0
2170807,2166931,2166931,333,10000,0,-10000,0
2170823,2146394,2167155,409,10000,0,-10000,20761
2170827,1894355,1894355,118,10000,0,-10000,0
2170828,2098216,2098216,220,10000,0,-10000,0
2170829,2116483,2116483,208,10000,0,-10000,0
2170830,2118131,2118131,252,10000,0,-10000,0
2170831,2118400,2118400,267,10000,0,-10000,0
2170835,2127738,2127738,229,10000,0,-10000,0
2170838,2131226,2131226,248,10000,0,-10000,0
2170839,2131197,2131197,252,10000,0,-10000,0
2170844,2137375,2137375,200,10000,0,-10000,0
2170848,2141169,2141169,257,10000,0,-10000,0
2170852,2142445,2142445,259,10000,0,-10000,0
2170853,2142575,2142575,211,10000,0,-10000,0
2170855,2143122,2143122,402,10000,0,-10000,0
2170872,2148482,2148482,183,10000,0,-10000,0
2170890,2154070,2154070,345,10000,0,-10000,0
2170914,2159814,2159814,212,10000,0,-10000,0
2170915,2159813,2159813,212,10000,0,-10000,0
2170916,2159813,2159813,212,10000,0,-10000,0
2170928,2161005,2161005,237,10000,0,-10000,0
2170936,2161591,2161591,304,10000,0,-10000,0
2170937,2161588,2161588,341,10000,0,-10000,0
2170938,2161569,2161569,249,10000,0,-10000,0
2170953,2164528,2164528,460,10000,0,-10000,0
2170962,2164455,2164455,470,10000,0,-10000,0
2170965,2164440,2164440,352,10000,0,-10000,0
2170976,2167289,2167289,304,10000,0,-10000,0
2171000,2167236,2167236,285,10000,0,-10000,0
2171023,2167153,2167153,397,10000,0,-10000,0
2171029,2167121,2167121,302,10000,0,-10000,0
2171046,2053686,2053686,221,10000,0,-10000,0
2171055,2118785,2118785,222,10000,0,-10000,0
2171057,2119288,2119288,405,10000,0,-10000,0
2171063,2134815,2134815,233,10000,0,-10000,0
2171066,2136303,2136303,244,10000,0,-10000,0
2171072,2139784,2139784,214,10000,0,-10000,0
2171078,2146645,2146645,266,10000,0,-10000,0
2171079,2146868,2146868,399,10000,0,-10000,0
2171088,2149298,2149298,249,10000,0,-10000,0
2171098,2153939,2153939,400,10000,0,-10000,0
2171103,2154163,2154163,336,10000,0,-10000,0
2171106,2154101,2154101,222,10000,0,-10000,0
2171109,2157260,2155499,248,10000,0,-10000,-1761
2171138,2161063,2161063,265,10000,0,-10000,0
2171141,2161044,2161044,246,10000,0,-10000,0
2171143,2161343,2161343,244,10000,0,-10000,0
2171162,2162374,2162374,252,10000,0,-10000,0
2171172,2164725,2164725,479,10000,0,-10000,0
2171183,2164633,2164633,290,10000,0,-10000,0
2171231,2167446,2167446,266,10000,0,-10000,0
2171237,2167427,2167427,401,10000,0,-10000,0
2171238,2167419,2167419,320,10000,0,-10000,0
2171263,2116531,2116531,247,10000,0,-10000,0
2171266,2129130,2129130,196,10000,0,-10000,0
2171275,2135703,2135703,249,10000,0,-10000,0
2171282,2140969,2140969,240,10000,0,-10000,0
