,0
433063,75
248829,75
400388,75
259441,75
474617,75
486020,75
503225,75
248961,75
246798,75
509086,75
257362,75
243712,74
328262,74
235353,74
475669,74
439761,74
522564,74
466793,74
448103,74
481904,74
475620,74
519545,74
254216,74
328809,74
496155,74
254255,74
258492,74
258467,74
467671,74
496119,74
516580,74
519580,74
223366,74
524883,74
448090,74
330754,74
439788,74
439753,74
500847,74
439762,74
318594,74
431438,74
513075,74
525514,74
445340,74
501803,74
425944,74
504647,74
225291,74
461978,74
445360,74
249994,74
252107,74
464859,74
236551,74
456406,74
245850,74
456400,74
238819,74
241619,74
238861,74
241613,74
490475,74
250006,74
498213,74
245788,74
245789,74
256350,74
404446,74
462061,74
464885,74
464898,74
256317,74
456481,74
502009,74
501999,74
499035,74
499056,74
245811,74
431923,74
461979,74
531657,74
237473,74
450857,74
450858,74
237458,74
237457,74
237456,74
450864,74
237441,74
245793,74
391182,74
396552,74
527636,74
453647,74
434234,74
442528,74
507851,74
393891,74
442520,74
442515,74
252137,74
453649,74
495705,74
250043,74
417802,74
243758,74
239502,74
243752,74
238517,73
263967,73
238562,73
477865,73
413896,73
500740,73
261770,73
226341,73
331342,73
514745,73
477316,73
317348,73
233421,73
304890,73
489054,73
466489,73
224624,73
466409,73
240666,73
530343,73
240633,73
413871,73
424815,73
382367,73
475441,73
488600,73
261791,73
485717,73
435813,73
333850,73
255369,73
469270,73
430648,73
228953,73
246950,73
503623,73
255390,73
492027,73
435770,73
357905,73
506594,73
529140,73
497698,73
485124,73
503629,73
246935,73
224415,73
411273,73
530319,73
480757,73
314843,73
497790,73
405954,73
500749,73
497781,73
480277,73
500748,73
408619,73
481984,73
415998,73
244853,73
238585,73
468506,73
475442,73
523433,73
520509,73
463601,73
425064,73
463611,73
509481,73
427807,73
433007,73
533276,73
533278,73
392706,73
419249,73
231194,73
236496,73
483226,73
355377,73
324930,73
482491,73
459722,73
352855,73
360501,73
494895,73
494880,73
408620,73
476836,73
489220,73
526357,73
457952,73
527320,73
226723,73
232460,73
527323,73
234444,73
471383,73
391975,73
523406,73
259635,73
456452,73
259660,73
425014,73
494917,73
391519,72
219647,72
502400,72
487969,72
254436,72
520044,72
484821,72
421044,72
215718,72
484895,72
517049,72
505355,72
529022,72
502179,72
517007,72
448480,72
254446,72
484582,72
484844,72
399509,72
476593,72
388163,72
487842,72
473750,72
473196,72
487778,72
252312,72
473225,72
422224,72
440113,72
404852,72
215129,72
449936,72
344116,72
420796,72
315806,72
440095,72
239246,72
391509,72
528974,72
532046,72
532016,72
513465,72
481970,72
244557,72
227449,72
437317,72
339035,72
246814,72
470831,72
459544,72
221535,72
479530,72
426260,72
407494,72
452819,72
504958,72
308577,72
431751,72
499503,72
434208,72
311016,72
431754,72
429006,72
482349,72
240104,72
230264,72
410089,72
241545,72
487942,72
381303,72
514045,72
510681,72
451196,72
462363,72
442863,72
386344,72
510647,72
514071,72
423774,72
516319,72
487927,72
442847,72
229457,72
221596,72
402169,72
383817,72
523052,72
456750,72
490689,72
223524,72
217291,72
237903,72
235538,72
431207,72
476096,72
434553,72
388896,72
520059,72
465154,72
467991,72
485097,72
418087,72
461411,72
511186,72
341546,72
481972,72
306093,72
227470,72
248079,72
404811,72
490816,72
490795,72
507840,72
445679,72
415402,72
507843,72
386388,72
465162,72
468014,72
388938,72
225464,72
489482,71
489438,71
468961,71
304800,71
457347,71
474845,71
302350,71
214278,71
474842,71
490536,71
454461,71
227129,71
390396,71
304784,71
302369,71
452772,71
302370,71
528908,71
522991,71
232638,71
387790,71
495286,71
507011,71
530344,71
433373,71
501146,71
475000,71
312201,71
422613,71
507053,71
422620,71
390412,71
475373,71
495314,71
422640,71
506592,71
398364,71
507052,71
398383,71
385232,71
245071,71
400983,71
468938,71
468932,71
377601,71
463913,71
530792,71
423788,71
500904,71
522962,71
228359,71
474794,71
318953,71
503703,71
483613,71
507119,71
501217,71
466045,71
480736,71
480717,71
416951,71
238284,71
486126,71
327733,71
307268,71
509949,71
512812,71
486546,71
509877,71
414177,71
390382,71
375050,71
533727,71
515822,71
393096,71
414208,71
419638,71
321425,71
472350,71
414251,71
380157,71
466294,71
403598,71
417037,71
474819,71
240854,71
525927,71
477778,71
531950,71
533745,71
492371,71
479985,71
492419,71
531966,71
380171,71
492446,71
234655,71
234666,71
504195,71
234759,71
309716,71
512874,71
533798,71
419824,71
451559,71
441659,71
393152,71
419841,71
419843,71
431094,71
525947,71
327396,71
238659,71
294992,71
449986,71
249251,71
408799,71
363248,71
471802,71
498247,71
504133,71
471891,71
512207,71
477747,71
382668,71
242979,71
243012,71
403659,71
236721,71
304817,71
471860,71
323971,71
477764,71
477762,71
370006,71
236962,71
499941,70
499930,70
488201,70
529428,70
274662,70
322920,70
485333,70
520508,70
529465,70
505809,70
402004,70
209138,70
402019,70
237863,70
426589,70
459884,70
217842,70
402018,70
485466,70
221742,70
494079,70
459755,70
448805,70
303492,70
278996,70
513763,70
394613,70
482392,70
473644,70
451623,70
482419,70
410399,70
423865,70
435203,70
267611,70
494102,70
223706,70
310910,70
479780,70
479779,70
381604,70
459943,70
426609,70
459942,70
520502,70
376465,70
499616,70
373914,70
416514,70
235743,70
235744,70
235769,70
230655,70
235792,70
235795,70
291225,70
470602,70
293725,70
497010,70
418418,70
276587,70
512760,70
453284,70
320343,70
456093,70
437786,70
286324,70
373922,70
511648,70
511658,70
520421,70
505764,70
325465,70
407796,70
293688,70
493978,70
235343,70
225674,70
517446,70
407769,70
229639,70
407779,70
221948,70
470641,70
410355,70
225286,70
229664,70
532498,70
296143,70
457124,70
227642,70
206893,70
497025,70
363830,70
505789,70
373909,70
470606,70
517445,70
476540,70
386645,70
502462,70
462685,70
357330,70
213956,70
450456,70
281428,70
461858,70
413539,70
410644,70
413556,70
454364,70
508733,70
315359,70
496838,70
265294,70
211980,70
462724,70
272293,70
219781,70
447112,70
317852,70
421432,70
523484,70
464824,70
476970,70
523485,70
502836,70
396777,70
226230,70
298627,70
502844,70
219814,70
476994,70
491177,70
491140,70
413536,70
219793,70
313417,70
523438,70
458916,70
518663,70
421188,70
476527,70
446084,70
296136,70
465555,70
505332,70
462693,70
228437,70
410683,70
318986,70
514533,70
514542,70
232873,70
514534,70
532045,70
371370,70
232924,70
368868,70
269942,70
315919,70
389239,70
470475,69
380478,69
328534,69
377928,69
398734,69
224816,69
414556,69
463576,69
507505,69
533716,69
208160,69
442964,69
513358,69
218158,69
382984,69
457304,69
375361,69
507523,69
391241,69
414531,69
460610,69
460639,69
461423,69
281385,69
257214,69
301942,69
452043,69
225325,69
519188,69
398733,69
460609,69
208880,69
225332,69
455898,69
302240,69
467164,69
236440,69
507520,69
510428,69
229753,69
520343,69
340431,69
365222,69
365233,69
349369,69
453128,69
454852,69
409290,69
525194,69
239523,69
486940,69
477728,69
403953,69
406462,69
394917,69
484033,69
414949,69
489966,69
309284,69
495767,69
489909,69
226533,69
309297,69
520340,69
484041,69
390706,69
463558,69
481183,69
414575,69
466416,69
414610,69
522179,69
454660,69
481152,69
211067,69
299793,69
481165,69
406629,69
444778,69
498308,69
507560,69
287550,69
287562,69
522175,69
287569,69
401372,69
391971,69
525198,69
473488,69
478253,69
478251,69
463559,69
478227,69
467599,69
401309,69
447654,69
486929,69
377895,69
480528,69
522220,69
409175,69
480501,69
476424,69
372830,69
400678,69
517347,69
464251,69
209195,69
452025,69
516235,69
204189,69
449229,69
278898,69
492821,69
466490,69
230790,69
513288,69
357668,69
495741,69
460142,69
513296,69
475300,69
472375,69
400703,69
495786,69
469339,69
501174,69
297335,69
518809,69
353939,69
360231,69
203848,69
469378,69
475322,69
464252,69
475323,69
498673,69
347837,69
257456,69
306838,69
409177,69
420245,69
285077,69
303038,69
472871,69
311793,69
221103,69
472358,69
403530,69
513305,69
403551,69
216098,69
223201,69
522193,69
417300,69
228794,69
316803,69
417280,69
449196,69
220261,69
411917,69
220253,69
505700,69
399830,69
411918,69
461425,69
259694,69
362736,69
454462,69
469379,69
452007,69
409236,69
510388,69
510402,69
292435,69
228780,69
395558,69
351686,69
433699,69
516243,69
475256,69
316809,69
201834,69
252916,69
397693,69
248424,69
370285,69
411895,69
206570,69
512788,69
514427,69
516253,69
411908,69
250648,69
417488,69
522194,69
271787,68
445141,68
208325,68
494579,68
215202,68
369194,68
322282,68
310739,68
445081,68
427432,68
413692,68
249716,68
498581,68
456571,68
310712,68
290409,68
222318,68
387998,68
322696,68
273478,68
211601,68
494555,68
436496,68
227814,68
495673,68
381897,68
476975,68
300848,68
221921,68
366691,68
271755,68
456539,68
413518,68
212171,68
221907,68
489869,68
366708,68
405327,68
208308,68
456521,68
221891,68
456570,68
219997,68
267028,68
359098,68
447934,68
500384,68
205121,68
215888,68
459399,68
459400,68
384461,68
459432,68
402177,68
459434,68
231894,68
283765,68
313216,68
470900,68
500454,68
376797,68
453690,68
453689,68
247487,68
320037,68
479967,68
479937,68
479881,68
303295,68
450793,68
453667,68
419019,68
393570,68
280300,68
389163,68
465178,68
471036,68
220032,68
471084,68
200815,68
509174,68
213130,68
509160,68
200746,68
509130,68
509127,68
473711,68
410776,68
410758,68
226566,68
421525,68
453725,68
421482,68
356584,68
471033,68
532924,68
220193,68
439388,68
485760,68
439359,68
402565,68
379382,68
213742,68
447991,68
215833,68
393584,68
198564,68
276504,68
211040,68
206346,68
216125,68
362820,68
399876,68
460510,68
405096,68
320358,68
224492,68
218050,68
223949,68
218023,68
213765,68
202975,68
245309,68
251957,68
529868,68
364137,68
364135,68
218012,68
408086,68
275640,68
468104,68
264760,68
229828,68
468097,68
225793,68
408114,68
373186,68
298444,68
462320,68
274134,68
462317,68
213769,68
474028,68
361624,68
482834,68
497467,68
450839,68
442212,68
457656,68
223921,68
253541,68
488686,68
216069,68
424678,68
514775,68
225819,68
219995,68
453646,68
506110,67
345641,67
434032,67
345636,67
189473,67
432456,67
378297,67
435257,67
255234,67
391078,67
469829,67
429554,67
435250,67
206460,67
432422,67
435244,67
298517,67
207385,67
431290,67
299837,67
340717,67
488603,67
455263,67
487471,67
206445,67
223594,67
455355,67
256700,67
208131,67
487497,67
297404,67
214980,67
463990,67
441043,67
466869,67
420653,67
420564,67
250589,67
280075,67
219322,67
420290,67
327251,67
199887,67
199853,67
393269,67
496219,67
428477,67
479867,67
360107,67
418303,67
361572,67
235429,67
383737,67
383736,67
218451,67
383646,67
214303,67
233289,67
511955,67
452414,67
423894,67
423893,67
353053,67
353069,67
452496,67
458115,67
458139,67
209368,67
423128,67
209400,67
385605,67
421162,67
201465,67
201462,67
481615,67
509046,67
282479,67
491532,67
304707,67
304718,67
355525,67
421163,67
493324,67
275260,67
202038,67
525673,67
412277,67
412266,67
533947,67
320284,67
195660,67
195659,67
270497,67
380953,67
372584,67
449586,67
449605,67
369790,67
215209,67
268162,67
268154,67
446752,67
446761,67
446762,67
446781,67
409621,67
449630,67
449632,67
369796,67
239857,67
197740,67
443898,67
197739,67
460984,67
461011,67
499154,67
461073,67
261226,67
237639,67
414860,67
414854,67
403984,67
498912,67
213203,67
217184,67
217176,67
217145,67
217134,67
367105,67
367120,67
404292,67
494449,67
321172,67
216402,67
423916,67
265838,67
516699,67
350594,67
203438,67
501819,67
463924,67
378179,67
426726,67
426752,67
406936,67
347738,67
463910,67
388115,67
302279,67
456427,67
350601,67
348127,67
490376,67
350641,67
426754,67
401545,67
507440,67
302263,67
463943,67
425694,67
331941,67
426705,67
285683,67
457736,67
202065,67
208602,67
208619,67
204264,67
314621,67
388458,67
463958,67
424646,67
442644,66
454085,66
309149,66
309159,66
533400,66
443754,66
365826,66
436922,66
361955,66
435729,66
192757,66
397555,66
451206,66
454799,66
389898,66
382435,66
414066,66
186483,66
367016,66
367030,66
363071,66
533402,66
512499,66
451235,66
451237,66
397549,66
349132,66
364481,66
257814,66
367077,66
275787,66
530080,66
434006,66
298013,66
436890,66
400274,66
417142,66
376236,66
527065,66
198553,66
341695,66
533429,66
442657,66
522005,66
218399,66
378938,66
211941,66
515583,66
521124,66
371286,66
371289,66
521355,66
475594,66
411102,66
372028,66
524091,66
372050,66
372051,66
506411,66
462691,66
472695,66
269327,66
194821,66
194804,66
462748,66
194683,66
192719,66
374567,66
374565,66
472687,66
245114,66
299892,66
249652,66
228067,66
428323,66
374069,66
374078,66
379681,66
474521,66
494988,66
432784,66
369485,66
196650,66
196632,66
295021,66
297465,66
408437,66
246588,66
368550,66
368557,66
211979,66
436476,66
381664,66
297427,66
427247,66
445113,66
263018,66
369523,66
184435,66
216283,66
388022,66
216272,66
255964,66
288911,66
289088,66
311322,66
311336,66
295794,66
445569,66
395220,66
198996,66
363113,66
293568,66
354862,66
190622,66
354861,66
376892,66
190641,66
376857,66
533103,66
205519,66
357526,66
190657,66
422709,66
392612,66
422716,66
188556,66
182384,66
188211,66
205559,66
205560,66
440482,66
280176,66
352010,66
480404,66
292560,66
292558,66
489163,66
292538,66
448418,66
282392,66
481501,66
201142,66
387047,66
468572,66
244350,66
421808,66
509314,66
509316,66
315714,66
425140,66
377118,66
377117,66
466794,66
207703,66
422287,66
500584,66
232393,66
259639,66
452322,66
209331,66
354418,66
349540,66
518805,66
360280,66
234710,66
436976,66
389816,66
214102,66
392395,66
397835,66
384351,66
379701,66
277965,66
376850,66
379677,66
405757,66
291343,66
199004,66
486256,66
265090,66
431162,66
518837,66
284645,66
387315,66
429535,65
183613,65
270431,65
380497,65
473269,65
473236,65
206836,65
206813,65
526109,65
193770,65
264109,65
526123,65
380517,65
378579,65
370910,65
455738,65
505422,65
370054,65
517105,65
296385,65
353735,65
514149,65
410050,65
191808,65
193898,65
290340,65
353586,65
283527,65
484669,65
283526,65
189802,65
193925,65
410053,65
202488,65
525789,65
429993,65
191884,65
514200,65
373460,65
432865,65
268338,65
422641,65
428218,65
282928,65
258872,65
432831,65
386169,65
192030,65
191811,65
508395,65
529041,65
189797,65
369174,65
455802,65
345966,65
279137,65
359077,65
197831,65
364378,65
382929,65
183748,65
359060,65
364652,65
359042,65
359021,65
183758,65
359020,65
274738,65
181802,65
345942,65
200048,65
358260,65
246415,65
363350,65
378457,65
418237,65
361841,65
511269,65
361696,65
376353,65
511322,65
287890,65
276940,65
229261,65
256606,65
204659,65
431073,65
418694,65
459701,65
478862,65
376021,65
199591,65
345948,65
233647,65
530597,65
375592,65
350938,65
281337,65
413183,65
281341,65
356352,65
361773,65
239520,65
356311,65
427153,65
530598,65
225002,65
195976,65
261988,65
369712,65
195807,65
195805,65
458663,65
203592,65
523123,65
368399,65
348468,65
470292,65
464364,65
280545,65
470258,65
505170,65
280580,65
348548,65
348449,65
272611,65
177778,65
228967,65
367358,65
367391,65
382196,65
341040,65
523107,65
227082,65
470210,65
449293,65
393645,65
438608,65
533833,65
449988,65
444280,65
444288,65
452875,65
444298,65
185727,65
318343,65
328696,65
531908,65
451687,65
444315,65
336125,65
322777,65
217521,65
187763,65
502224,65
217523,65
185718,65
323263,65
444318,65
211082,65
393689,65
447186,65
533834,65
251312,65
438546,65
187706,65
467345,65
320359,65
435747,65
254577,65
435701,65
438555,65
449995,65
435681,65
308118,65
320732,65
331213,65
433932,65
438567,65
338614,65
310307,65
213227,65
313540,65
433929,65
447233,65
532088,65
208976,65
499579,65
333228,65
447164,65
533882,65
490541,65
441400,65
441418,65
396389,65
447199,65
490793,65
215370,65
532108,65
446910,65
185622,65
446944,65
208964,65
450048,65
436788,65
215366,65
254405,65
520119,65
312468,65
438167,65
436811,65
328671,65
396570,65
175017,64
203779,64
256917,64
510002,64
327600,64
256939,64
277103,64
198710,64
180701,64
167294,64
357724,64
518896,64
357744,64
344787,64
480834,64
210193,64
277125,64
285681,64
297842,64
460278,64
180718,64
191011,64
175053,64
325116,64
317108,64
403378,64
341545,64
424827,64
245523,64
322601,64
322594,64
325058,64
305670,64
175069,64
203759,64
369089,64
495371,64
203751,64
344881,64
488912,64
287910,64
327576,64
524793,64
193061,64
410844,64
188926,64
188948,64
184798,64
342445,64
189434,64
474895,64
344287,64
359712,64
173136,64
451681,64
293737,64
193105,64
466107,64
342261,64
184772,64
518178,64
285534,64
246717,64
199412,64
298540,64
518871,64
285495,64
199373,64
199357,64
257735,64
434504,64
278219,64
492457,64
522759,64
