1288 729 729 12:[0, 10000]
1300 54 54 12:[0, 10000]
2729 2212 2212 15:[0, 10000]
7015 4930 4930 12:[0, 10000]
10836 8579 8579 19:[0, 10000]
31733 24088 24088 33:[0, 10000]
69673 54894 54894 26:[0, 10000]
92070 73798 73798 29:[0, 10000]
93546 91560 91560 69:[0, 10000]
93999 93288 93288 53:[0, 10000]
99692 91275 98526 62:[0, 10000]
104442 96825 101032 72:[0, 10000]
107753 104442 104442 73:[0, 10000]
107987 104199 104199 40:[0, 10000]
109143 105576 105576 63:[0, 10000]
110327 108164 105576 63:[0, 10000]
111804 108243 108243 65:[0, 10000]
112121 96089 96089 61:[0, 10000]
112209 105714 110327 64:[0, 10000]
112494 111318 111939 74:[0, 10000]
112508 111925 107753 74:[0, 10000]
112501 97236 105074 68:[0, 10000]
113254 108004 108004 73:[0, 10000]
113407 104598 109283 74:[0, 10000]
113939 94088 113407 75:[0, 10000]
115314 111454 111454 59:[0, 10000]
120209 117442 102786 78:[0, 10000]
122651 119659 117227 77:[0, 10000]
122642 113407 109283 74:[0, 10000]
123134 113939 111379 69:[0, 10000]
126054 123710 123710 50:[0]
128425 112209 112501 69:[0, 10000]
131689 1300 1300 13:[0, 10000]
135190 132954 130842 63:[0, 10000]
135627 110327 119807 66:[0, 10000]
135992 112508 105074 68:[0, 10000]
136209 114481 119642 80:[0, 10000]
138286 137518 132312 66:[0, 10000]
140314 118383 118383 64:[0, 10000]
140476 132951 123259 86:[0, 10000]
141625 134689 124981 60:[0, 10000]
142455 140157 126820 92:[0, 10000]
142896 141367 142071 80:[0, 10000]
143093 122642 122094 71:[0, 10000]
144286 106921 108243 65:[0, 10000]
144335 119807 110327 64:[0, 10000]
144899 136643 136643 68:[0, 10000]
145416 143162 140254 67:[0, 10000]
145551 141253 141253 70:[0]
145545 138634 138634 89:[0, 10000]
146420 112985 144286 66:[0, 10000]
147227 120256 138614 65:[0, 10000]
147280 119642 100805 82:[0, 10000]
147402 144335 146797 70:[0, 10000]
148268 119807 133818 66:[0, 10000]
148780 142008 145879 61:[0, 10000]
149371 114354 114354 65:[0, 10000]
150091 146008 146008 59:[0, 10000]
150611 147593 146168 69:[0, 10000]
151088 148502 150448 67:[0, 10000]
151032 135627 135627 67:[0, 10000]
151586 150138 139851 92:[0, 10000]
152580 151032 148502 63:[0, 10000]
152757 144287 148109 59:[0, 10000]
153354 152616 140058 76:[0, 10000]
153600 147402 147402 71:[0, 10000]
156145 130840 133818 66:[0, 10000]
156573 148378 151152 60:[0, 10000]
156916 142896 142896 81:[0, 10000]
158248 157470 156761 64:[0, 10000]
159831 138634 145545 90:[0, 10000]
160111 131380 123259 86:[0, 10000]
160504 156596 158247 79:[0, 10000]
161094 159526 114356 59:[0, 10000]
162147 132144 151032 68:[0, 10000]
162315 156761 153600 72:[0, 10000]
162310 122651 148869 81:[0, 10000]
162442 154397 158578 68:[0, 10000]
162872 145399 158628 75:[0, 10000]
163274 155337 159854 79:[0, 10000]
163249 145545 145545 90:[0, 10000]
163355 140891 140891 65:[0, 10000]
163549 152757 160243 60:[0, 10000]
163694 155194 160271 60:[0, 10000]
163739 158920 159035 70:[0, 10000]
164743 145545 163249 91:[0, 10000]
165030 96922 96922 56:[0, 10000]
165130 160794 118326 55:[0, 10000]
165993 161925 161925 63:[0, 10000]
166122 162872 162872 76:[0, 10000]
166540 164253 142144 67:[0, 10000]
166767 162872 166100 67:[0, 10000]
166730 163694 163694 61:[0, 10000]
166850 148780 160526 63:[0, 10000]
167131 158955 148502 63:[0, 10000]
167835 164396 160218 64:[0, 10000]
168120 164063 163017 71:[0, 10000]
168230 148458 141909 77:[0, 10000]
168376 133818 150758 66:[0, 10000]
168506 161925 167816 77:[0, 10000]
169069 166726 167563 61:[0, 10000]
169020 135190 142134 70:[0, 10000]
169238 112508 109143 64:[0, 10000]
169889 138286 158660 96:[0, 10000]
170241 169238 152580 64:[0, 10000]
170433 134689 134689 61:[0, 10000]
170897 165991 122642 75:[0, 10000]
171270 166850 166850 64:[0, 10000]
171253 145545 163249 91:[0, 10000]
171426 163085 169889 97:[0, 10000]
171613 156761 141465 69:[0, 10000]
171680 151088 151088 68:[0, 10000]
172777 167835 164743 92:[0, 10000]
173476 172777 166730 62:[0, 10000]
173521 153925 153925 65:[0, 10000]
173577 146971 146971 68:[0, 10000]
173841 171364 164698 59:[0, 10000]
174019 168231 168231 83:[0, 10000]
174637 166173 164145 95:[0, 10000]
175374 163085 171426 98:[0, 10000]
175698 168295 168295 62:[0, 10000]
175915 119899 171612 77:[0, 10000]
175898 113254 122642 75:[0, 10000]
176014 148780 171221 60:[0, 10000]
176065 173521 145598 93:[0, 10000]
176178 158875 158875 98:[0, 10000]
176258 168506 167816 77:[0, 10000]
177766 176065 176065 94:[0, 10000]
177946 167563 164698 59:[0, 10000]
177999 162163 162163 58:[0, 10000]
178295 111804 111804 66:[0, 10000]
178372 169069 169069 62:[0, 10000]
178366 163783 163783 85:[0, 10000]
178363 175698 159410 84:[0, 10000]
178462 175295 176984 96:[0, 10000]
178420 163274 139118 75:[0, 10000]
179082 168230 150437 62:[0, 10000]
179304 178420 178420 76:[0, 10000]
179251 170606 170606 85:[0, 10000]
179373 159410 159410 84:[0, 10000]
179831 175580 163783 85:[0, 10000]
180363 166850 157632 83:[0, 10000]
180361 122642 143093 72:[0, 10000]
180415 113254 144286 66:[0, 10000]
181203 113939 145018 70:[0, 10000]
181755 156573 180850 63:[0, 10000]
181919 177766 180363 84:[0, 10000]
182355 180727 181669 80:[0, 10000]
182467 181628 166173 96:[0, 10000]
182622 179304 179304 77:[0, 10000]
182685 181866 181866 50:[0, 10000]
182912 181217 181217 73:[0, 10000]
183428 162001 162001 104:[0, 10000]
183593 179373 179373 85:[0, 10000]
183651 177814 179251 86:[0, 10000]
183687 174637 173092 98:[0, 10000]
184077 178372 168230 78:[0, 10000]
184073 142896 142896 81:[0, 10000]
185679 181628 182467 97:[0, 10000]
185792 181755 180604 78:[0, 10000]
185776 169889 169889 97:[0, 10000]
185977 120209 175939 80:[0, 10000]
185971 179776 140777 75:[0, 10000]
186436 177999 177999 59:[0, 10000]
186638 185792 168230 78:[0, 10000]
187625 173476 172777 93:[0, 10000]
188119 187360 187427 83:[0, 10000]
188221 164698 186638 79:[0, 10000]
188424 169024 171613 70:[0, 10000]
188667 179373 165130 56:[0, 10000]
189429 178420 178420 76:[0, 10000]
189662 177498 177498 78:[0, 10000]
190021 188345 167548 92:[0, 10000]
190205 179373 183593 86:[0, 10000]
190691 158248 169900 62:[0, 10000]
190766 181755 185792 79:[0, 10000]
191276 183593 183593 86:[0, 10000]
191383 144899 144899 69:[0, 10000]
191531 188421 188421 33:[0, 10000]
191598 185661 190021 93:[0, 10000]
191555 165627 165627 61:[0, 10000]
192196 149076 188610 82:[0, 10000]
192190 177968 187199 69:[0, 10000]
192768 140891 163549 61:[0, 10000]
192942 150611 171253 92:[0, 10000]
194490 180604 193719 97:[0, 10000]
195153 190691 158248 65:[0, 10000]
196088 191555 156573 61:[0, 10000]
196346 163021 163021 70:[0, 10000]
196473 185977 185977 81:[0, 10000]
196553 135190 190365 82:[0, 10000]
196539 166648 145361 58:[0, 10000]
196998 190205 183593 86:[0, 10000]
197296 149488 178773 64:[0, 10000]
198366 191504 191504 87:[0, 10000]
198356 152757 152757 60:[0, 10000]
199428 191327 191327 84:[0, 10000]
199921 189134 191504 87:[0, 10000]
200121 166540 173676 82:[0, 10000]
200761 175851 175851 36:[0, 10000]
201217 191555 194043 80:[0, 10000]
201213 199466 190379 99:[0, 10000]
201337 176258 176258 78:[0, 10000]
201335 148256 148256 94:[0, 10000]
201609 200660 200660 97:[0, 10000]
201567 173521 194490 98:[0, 10000]
202819 185971 166540 68:[0, 10000]
