ID,Sporelayer,Quickener,Generation,Birth_step,Death_step,Lifespan,Sex_check,cgen
737,732,732,7,1500,1649,149,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRFB_-1_0_DZECAPBRAFBMADFC_-1_1_APBRAFBMADFD_-1_-1_APBRAFBMADFE_1_-1_APBRAFBMADFF_0_1_APBRAFBMADFG_0_-1_APBRAFBMADFH_1_0_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
738,677,677,23,1500,1549,49,0,13
740,710,710,28,1500,1599,99,0,24
741,685,685,27,1500,1599,99,0,28
742,528,528,11,1500,1749,249,0,5
743,640,640,13,1500,1849,349,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APDQBRAFBMADFB_-1_0_-1_BMBMAFBMADFC_-1_1_BMADAFFD_1_BRAPBRAFAPADFE_1_-1_AP_0_AFBMADFF_0_1_BMBRFG_0_-1_APFH_-1_-1_APEQAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
744,388,388,18,1500,1649,149,0,EY_9_AA_9_AA_1_BMAFAA_2_AA_9_AA_3_AA_9_AA_4_AW_13_AC_5_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBIDDDMADFB_-1_0_-1_BMADAFBMFCBRAFAD_1_BRAPBRBRAFADFD_-1_1_APBRFE_1_-1_BMAFAP_0_ADFF_0_1_BMAFBMADFG_0_-1_ADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_AA_9
745,533,533,12,1500,1649,149,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_BMADFB_-1_0_BRAFBMADADFC_-1_1_APBRADFD_1_BRAPBRAFBMADFE_1_-1_EE_-4_EFBMADFF_0_1_APBRAFBMADFG_0_-1_AP_-1_BMAFBMFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
746,717,717,5,1500,1549,49,0,2
747,336,336,9,1500,2149,649,0,21
749,741,741,28,1500,1549,49,0,28
750,725,725,6,1500,1549,49,0,2
751,746,746,6,1500,1699,199,0,2
752,745,745,13,1500,1899,399,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_BMADFB_-1_0_BRAFBMADADFC_-1_BMAFBMADFD_1_BRAPBRAFBMADFE_1_-1_EE_-4_EFBMADFF_0_1_APBRAFBMADFG_0_-1_AP_-1_1_APBRFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
753,726,726,21,1500,1699,199,0,EY_9_AA_9_AA_1_AABMAD_2_AA_9_AA_3_AA_9_AA_4_5_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_-1_BMAF_9_AAFC_-1_1_APBRAFBMADFD_1_BRBMADAFBMADFE_1_AP_0_AFBM_-1_AP_0_AFBMADFF_0_1_18_-33_ADAPBRAFAPBRFG_-1_-1_APEQAFBMADFHEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
754,681,681,21,1500,1599,99,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AU_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_-1_BM_0_-1_BMAFBMADFC_-1_ADFD_1_0_APBRAFBMADFE_-1_APADFF_2_BGDTAABMADFGBMADFH_-1_1_-1_APAFBMADFIEU_4_DLED_-1_0_DSBQAF_54_77_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
755,747,747,10,1500,1699,199,0,21
756,749,749,29,1500,1599,99,0,EY_9_AA_9_AA_1_AA_9_AA_2_AC_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_-1_0_-1_BMARAEBKFC_-1_FD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_AP_0_AF_1_AP_0_AFBMADFF_0_1_APBRAFBMADFG_0_0_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
757,700,700,24,1500,1699,199,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_-1_0_-1_BM_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_3_AA_9_AAARAEBKFC_-1_1_ADFD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_AP_0_AFBMADFF_0_1_AD_0_1_FG_0_-1_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
758,675,675,11,1500,1549,49,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_APBRAFBMADFC_-1_1_APBRAFBM_-1_FD_1_BRAFBM_0_APBRAFBMADFE_1_BMADFF_0_APBRAFBMADFG_0_-1_APBRAFBMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_ADBMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
759,752,752,14,1500,2049,549,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_BMADFB_-1_0_BRAFBMADADFC_-1_BMAFBMADFD_1_BRAPBRAFBMADFE_1_-1_EE_-4_EFBMADFF_0_1_APBRAFBMADFG_0_-1_AP_-1_1_APBRFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
760,695,695,5,1500,1799,299,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_DZECAPBRAFBMADFC_-1_1_BMADFD_1_0_APBRAFBMADFE_1_-1_APBRAFBMADFF_0_1_APBRAFBMADFG_0_-1_APBRAFBMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
761,699,699,17,1500,1549,49,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_AFBMBRAFBMADFB_-1_0_-1_BMBMAFBMADAFBMADFC_-1_1_APBRADFD_1_BRAPBRAFBMADFE_1_-1_AP_42_DBDZ_97_0_AFBMADFF_0_1_APBR_1_APADFG_0_APBRAFBMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_54_77_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMAF_72_ES_-22_-81
762,700,757,25,1500,1549,49,57,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_-1_0_-1_BM_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_3_AA_9_AAARAEBKFC_-1_1_ADFD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_AP_0_AFBMADFF_0_1_AD_0_1_FG_0_-1_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
763,660,660,12,1500,0,-1500,0,EY_9_AA_9_AA_1_AA_9_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFABRAFBMAD_1_1_APBRAFBMADFBEF_-7_ER_-1_0_APBRAFBMADFC_-1_1_APBRBRAFBMAFBMADFD_1_0_APBRAFBMAD_-59_13_FE_1_-1_APBRAFBMADAPBRAFFF_0_1_APBRAFBMADFG_0_-1_ADFH_-1_-1_APBR_-1_APEXDHBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
764,755,755,11,1550,1699,149,0,EY_-9_AA_12_AA_-1_AA_10_AA_1_AA_11_AA_-1_AA_8_AA_0_AA_5_AA_-5_AA_6_AA_3_AA_11_AA_-7_AA_10_AA_11_AA_5_AA_2_ADFA_1_1_APBRAFBMADFB_-1_0_APBRAFBMADFC_-1_1_APBRAFBMADFD_1_0_APBRAFBMADFE_1_BMADFF_0_APBRBMAEAOFG_0_-1_APBRAFBMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
765,756,756,30,1550,1999,449,0,EY_9_AA_9_AA_1_AA_9_AA_2_AC_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_-1_0_-1_BMARAEBKFC_-1_FD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_AP_0_AF_1_AP_0_AFBMADFF_0_1_APBRAFBMADFG_0_0_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
766,758,758,12,1550,1899,349,0,33
767,495,742,12,1550,2199,649,247,5
768,760,760,6,1550,1649,99,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_DM_7_DM_11_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_DZECAPBRAFBMADFC_-1_1_BMADFD_1_0_APBRAFBMADFE_1_-1_APBRAFBMADFF_0_1_APBRAFBMADFG_0_-1_APBRAFBMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
769,710,710,28,1550,1699,149,0,28
770,533,533,12,1550,1849,299,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_BRAFBMADADFC_1_APBR_-1_ADFD_1_BRAPBRAFBMADFE_1_-1_EE_-4_EFBMADFF_0_1_APBRAFBMADFG_0_-1_AP_-1_BMAFBMFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
771,706,706,24,1550,1899,349,0,4
772,316,316,19,1550,2099,549,0,EY_9_AA_9_AA_1_BMAFAA_2_AA_9_AA_3_AA_9_AA_4_AW_13_AC_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBIDDDMADFB_-1_0_-1_BMADAFBMFCBRAFAD_1_BRAPBRBRAFADFDAFAPBRFE_1_-1_BMAFAP_0_ADFF_0_1_BMEOAFBMADFG_0_-1_ADFH_-1_-1_APBRDFEBADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_AA_9
774,766,766,13,1550,1599,49,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_3_APBRAFBMADFC_-1_1_APBRAFBM_-1_FD_1_BRAFBM_0_APBRAFBMADFE_1_BMAD_1_BMFF_0_APBRAFBMADFGAFBMADFH_-1_-1_APBRDKBT_70_EWAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_ADBMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
775,446,769,29,1550,1799,249,323,EY_9_AA_9_AA_1_AA_9_AA_2_AC_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APDQBRAFBMADFB_-1_0_-1_BMARAEBKFC_-1_1_1_BRAFBMADFDAPBRAFBMAPBRAFBMADFE_1_-1_AP_0_AFBMADFF_0_1_APBRAFBMADFG_0_-1_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
776,768,768,7,1550,1749,199,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_DM_7_DM_11_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_DZECAPBRAFBM_-23_-88_BFBMADFC_-1_1_BMADFD_1_0_APBRAFBMADFE_1_-1_APBRAFBMADFF_0_1_APBRAFBMADFG_0_-1_APBRAFBMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
777,747,747,10,1550,1649,99,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_APBRAFBMADFC_-1_1_APBRAFBMADFD_1_0_APBRAFBMADFE_1_BMADFF_0_APBRAFBMADFG_0_BMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
778,705,705,24,1550,1849,299,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AABV_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_1_-2_-3_BM_-4_3_BMAF_4_ADFCADFDBMFE_-1_APBR_0_AFAD_-53_1_BMAFFF_0_1_-26_AJAPBRAFBMADFG_0_-1_1_APBRBMADFH_-1_1_-1_APAFBMADFIEU_4_DLED_-1_0_DSBQAF_54_77_-1_0_DSBQAF_1_BRBLER_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
779,771,771,25,1550,1749,199,0,EY_9_AA_9_AA_1_AABMAD_2_AA_9_AA_3_AA_9_AA_5_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_-1_BMARAEBKFC_-1_1_APBRAFBMADFDAFBM_1_BRBMADAFBMADFE_1_AP_0_AFBM_-1_AP_0_AFBMADFF_0_1_APBRFG_0_-1_-1_FH_-1_-71_EW_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
780,770,770,13,1550,1849,299,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_BRAFBMADADFC_1_APBR_-1_ADFD_1_BRAPBRAFBMADFE_1_-1_EE_-4_EFBMADFF_0_1_APBRAFBMADFG_0_-1_AP_-1_BMAFBMFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
781,651,554,21,1550,1649,99,-97,EY_9_AA_9_AA_1_AA_9_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_-1_BMAFBMADFC_-1_1_APBRAFBMADFDAFBM_1_BRBMADAFBMADFE_1_AP_0_AFBM_-1_AP_0_AFBMADFF_0_1_APBRAFAPBRFG_0_-1_-1_FH_-1_-71_EW_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAA_62_ELAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
782,620,620,13,1550,1599,49,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APAGBRAFBMADFB_-1_0_-1_BMBMAFBMADFC_-1_1_APBRAFBMADFD_1_BRAPBRAFBMADFE_1_-1_AP_0_AFBMADFF_0_1_APBRAFBMADFGFH_-1_-1_APEQAFBMADFIEU_4_DLED_1_BMAF_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
783,773,773,5,1550,1599,49,0,2
784,639,639,19,1550,1599,49,0,6
785,707,779,26,1550,1599,49,72,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_-1_0_-1_BM_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_-1_0_-1_BMARAEBKFC_-1_1_APBRAFBMADFD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_AP_0_AFBMADFF_0_1_APBRAFBMADFG_0_-1_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
786,755,755,11,1550,1699,149,0,21
787,777,777,11,1550,1749,199,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_APBRAFBMADFC_-1_1_APBRAFBMADFD_1_0_APBRAFBMADFE_1_BMADFF_0_APBRAFBMADFG_0_BMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
788,757,757,25,1550,1699,149,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_-1_0_-1_BM_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_3_AA_9_AAARAEBKFC_-1_1_ADFD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_AP_0_AFBMADFF_0_1_AD_0_1_FG_0_-1_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
789,339,339,18,1550,1799,249,0,1
790,729,729,30,1550,1849,299,0,EY_9_AA_9_AA_1_AA_9_AA_2_AC_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_-1_0_-1_BMAR_0_-1_FC_-1_1_ADFD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_AP_0_AF_1_AP_0_AFBMADFF_0_1_APBRAFBMADFG_0_-1_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BM_-80_AF_0_-1_BMAF_0_-1_BMAFAEBKBMAF_0_APBRAF_0_-1_BMA
791,211,211,8,1550,1899,349,0,29
792,446,785,27,1550,1649,99,339,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_-1_0_-1_BM_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_-1_0_-1_BMARAEBKFC_-1_1_APBRAFBMADFD_1_BRAFBMAPBRAFBMADFE_1_-1_AP_0_AFBMADFF_0_1_APBRAFBMADFG_0_-1_-1_FH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQAFAFBMDSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
795,783,783,6,1600,2149,549,0,2
796,690,690,23,1600,1649,49,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_-1_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_-1_0_-1_BM_0_-1_BMAFBMADFB_1_1_APBRAFBMADFC_-1_APBRAFADFD_1_-49_77_AABMADFE_-1_APBR_0_FF_0_1_-26_AJAPBRAFBMADFG_0_-1_1_APBRBMADFH_9_1_FIEU_4_DLED_-1_0_DSBQAF_54_77_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
797,787,787,12,1600,1649,49,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-1_0_APBRAFBMADFC_-1_1_APBRAFBMADFD_1_0_APBRAFBMADFE_1_BMADFF_0_APBRAFBMADFG_0_BMADFH_-1_-1_APBRAFBMADFIEU_4_DLED_-1_0_DSBQAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMA
798,714,714,25,1600,1899,299,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBTENFB_-1_0_-1_BM_0_-1_BMAF_1_ADFCADFDBMFE_-1_APBR_0_AFAD_-53_1_BMAFFF_0_1_-26_AJAPBRAFBMADFG_0_-1_1_APBRBMADFH_-1_1_-1_APAFBMADFIEU_4_DLED_-1_0_DSBQAF_54_77_-1_0_DSBQAF_1_BRBLER_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
799,788,788,26,1600,1649,49,0,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_-1_0_-1_BM_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AAFA_1_1_APBRAFBMADFB_3_AA_9_AAARAEBKFC_-1_1_ADFD_1_BRAFBMAPBRAFBMADFE_1_AP_0_AFBM_-1_0_-1_-1_BMADFF_0_1_AD_0_1_FGAP_0_AFFH_-1_-1_APEQADFIEU_4_DLED_-1_0_DSBQEUAF_-1_0_DSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
800,446,792,28,1600,0,-1600,346,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AA_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_1_APBRAFBMADFB_-5_0_-1_BM_-1_0_ADFC_-1_1_APBRAFBMADFD_1_BRAFBMAPBRAFBMADFE_1_-1_AP_0_AFBMADFF_0_1_APBRAFBMADFG_0_-1_APFH_-1_-1_APEQAFBMADFIEU_4_DLED_-1_0_DSBQAFAFBMDSBQAF_1_1_BMAF_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
802,723,794,26,1600,1649,49,71,EY_9_AA_9_AA_1_AA_9_AA_2_AA_9_AA_3_AA_9_AA_4_AA_9_AA_5_AA_9_AABV_6_AA_9_AA_7_AA_9_AA_8_AA_9_AA_1_ADFA_1_AFBMBRAFBMADFB_-1_0_-1_BMAFBMADFC_0_1_-26_AJAPBRAFBMADFD_2_-52_2_BWBMADFE_-1_APBR_0_AFAD_-53_1_BMAFFFADFG_0_-1_1_APBRBMADFH_-1_1_-1_APAFBMADFIEU_4_DLED_-1_0_DSBQAF_54_77_-1_0_DSBQAF_1_BRBLER_0_-1_BMAF_0_-1_BMAF_0_-1_BMAF_0_APBRAF_0_-1_BMA
803,766,766,13,1600,1799,199,0,33
